cat_periodo,sector_macro,familia_carrera,total_alumnos
2009,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil en Geomática y Geomensura,7
2009,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil Matemática y Estadística,320
2009,"Ciencias naturales, matemáticas y estadística",Ingeniería en Geomensura y Cartografía,861
2009,"Ciencias naturales, matemáticas y estadística",Ingeniería en Matemática y Estadística,840
2009,"Ciencias naturales, matemáticas y estadística",Ingeniería en Recursos Renovables,519
2009,"Ciencias naturales, matemáticas y estadística",Magister en Ciencias Básicas,872
2009,"Ciencias naturales, matemáticas y estadística",Magister en Tecnología,230
2009,"Ciencias naturales, matemáticas y estadística",Matemática y/o Estadística,778
2009,"Ciencias naturales, matemáticas y estadística",Otras Ingenierías,260
2009,"Ciencias naturales, matemáticas y estadística",Otros Profesionales de Ciencias Básicas,238
2009,"Ciencias naturales, matemáticas y estadística",Postítulo en Ciencias Básicas,41
2009,"Ciencias naturales, matemáticas y estadística",Química Ambiental,319
2009,"Ciencias naturales, matemáticas y estadística","Química, Licenciado en Química",1152
2009,"Ciencias naturales, matemáticas y estadística",Técnico en Geología,78
2009,"Ciencias naturales, matemáticas y estadística",Técnico en Geominería,209
2009,"Ciencias naturales, matemáticas y estadística",Técnico en Medio Ambiente (Control y Gestión),112
2009,"Ciencias naturales, matemáticas y estadística",Técnico en Química (Análisis e Industrial),1406
2009,"Ciencias Sociales, Periodismo e Información",Antropología,1332
2009,"Ciencias Sociales, Periodismo e Información",Bachillerato y/o Licenciatura en Ciencias Sociales,1006
2009,"Ciencias Sociales, Periodismo e Información",Bibliotecología,323
2009,"Ciencias Sociales, Periodismo e Información",Ciencias Políticas,1966
2009,"Ciencias Sociales, Periodismo e Información",Comunicación Social,212
2009,"Ciencias Sociales, Periodismo e Información",Doctorado en Ciencias Sociales,208
2009,"Ciencias Sociales, Periodismo e Información",Geografía,1225
2009,"Ciencias Sociales, Periodismo e Información",Magister en Ciencias Sociales,4818
2009,"Ciencias Sociales, Periodismo e Información",Otros Profesionales de Ciencias Sociales,808
2009,"Ciencias Sociales, Periodismo e Información",Otros Técnicos de Ciencias Sociales,2
2009,"Ciencias Sociales, Periodismo e Información",Periodismo,6717
2009,"Ciencias Sociales, Periodismo e Información",Postítulo en Ciencias Sociales,693
2009,"Ciencias Sociales, Periodismo e Información",Psicología,23916
2009,"Ciencias Sociales, Periodismo e Información",Sociología,3471
2009,"Ciencias Sociales, Periodismo e Información",Técnico en Bibliotecas y Centros de Documentación,221
2009,"Ciencias Sociales, Periodismo e Información",Técnico en Comunicación Social,29
2009,Educación,Bachillerato y/o Licenciatura en Educación,217
2009,Educación,Doctorado en Educación,309
2009,Educación,Magister en Educación,4235
2009,Educación,Otros Técnicos de Educación,88
2009,Educación,Pedagogía en Artes y Música,3185
2009,Educación,Pedagogía en Ciencias,4743
2009,Educación,Pedagogía en Educación Básica,22403
2009,Educación,Pedagogía en Educación de Párvulos,13939
2009,Educación,Pedagogía en Educación Diferencial,7721
2009,Educación,Pedagogía en Educación Física,18601
2009,Educación,Pedagogía en Educación Media,185
2009,Educación,Pedagogía en Educación Técnico Profesional,644
2009,Educación,Pedagogía en Educación Tecnológica,165
2009,Educación,Pedagogía en Filosofía y Religión,1823
2009,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",6787
2009,Educación,Pedagogía en Idiomas,11698
2009,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",4333
2009,Educación,Pedagogía en Matemáticas y Computación,4212
2009,Educación,Postítulo en Educación,4376
2009,Educación,Programas de Formación Pedagógica,563
2009,Educación,Psicopedagogía,8041
2009,Educación,Técnico Asistente del Educador de Párvulos,5695
2009,Educación,Técnico Asistente del Educador Diferencial,2778
2009,"Ingeniería, Industria y Construcción",Arquitectura,12466
2009,"Ingeniería, Industria y Construcción",Bachillerato y/o Licenciatura en Tecnología,786
2009,"Ingeniería, Industria y Construcción",Construcción Civil,5622
2009,"Ingeniería, Industria y Construcción",Diseño Industrial,1982
2009,"Ingeniería, Industria y Construcción",Doctorado en Arte y Arquitectura,85
2009,"Ingeniería, Industria y Construcción",Doctorado en Tecnología,399
2009,"Ingeniería, Industria y Construcción",Ingeniería Agroindustrial,479
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Agrícola,165
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Ambiental,1033
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Bioquímica,272
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Eléctrica,1930
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Electrónica,1862
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Agroindustrias,25
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biomédica,526
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biotecnología y/o Bioingeniería,342
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Geografía,138
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Industrias Forestales,139
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Materiales,150
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Minas,1341
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Obras Civiles,1809
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Sonido y Acústica,302
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil en Telemática,335
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Industrial,18900
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Mecánica,2464
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Metalúrgica,1312
2009,"Ingeniería, Industria y Construcción",Ingeniería Civil Química,1603
2009,"Ingeniería, Industria y Construcción","Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",11518
2009,"Ingeniería, Industria y Construcción",Ingeniería en Alimentos,2085
2009,"Ingeniería, Industria y Construcción","Ingeniería en Automatización, Instrumentación y Control",2251
2009,"Ingeniería, Industria y Construcción",Ingeniería en Biotecnología y Bioingeniería,1959
2009,"Ingeniería, Industria y Construcción",Ingeniería en Construcción,9360
2009,"Ingeniería, Industria y Construcción",Ingeniería en Electricidad,3594
2009,"Ingeniería, Industria y Construcción",Ingeniería en Electrónica,2315
2009,"Ingeniería, Industria y Construcción",Ingeniería en Geomensura y Cartografía,174
2009,"Ingeniería, Industria y Construcción",Ingeniería en Industria de la Madera,218
2009,"Ingeniería, Industria y Construcción",Ingeniería en Mecánica Automotriz,7327
2009,"Ingeniería, Industria y Construcción",Ingeniería en Mecatrónica,199
2009,"Ingeniería, Industria y Construcción",Ingeniería en Medio Ambiente,1755
2009,"Ingeniería, Industria y Construcción",Ingeniería en Metalurgia,760
2009,"Ingeniería, Industria y Construcción",Ingeniería en Minas,1580
2009,"Ingeniería, Industria y Construcción",Ingeniería en Proyectos Estructurales,69
2009,"Ingeniería, Industria y Construcción",Ingeniería en Química,1272
2009,"Ingeniería, Industria y Construcción",Ingeniería en Refrigeración y Climatización,319
2009,"Ingeniería, Industria y Construcción",Ingeniería en Sonido,1204
2009,"Ingeniería, Industria y Construcción",Ingeniería en Telecomunicaciones,892
2009,"Ingeniería, Industria y Construcción",Ingeniería en Telemática,163
2009,"Ingeniería, Industria y Construcción",Ingeniería Industrial,6035
2009,"Ingeniería, Industria y Construcción",Ingeniería Mecánica,5292
2009,"Ingeniería, Industria y Construcción",Ingeniería Naval,287
2009,"Ingeniería, Industria y Construcción",Ingeniería Textil,2
2009,"Ingeniería, Industria y Construcción",Magister en Arte y Arquitectura,284
2009,"Ingeniería, Industria y Construcción",Magister en Tecnología,1809
2009,"Ingeniería, Industria y Construcción",Otras Ingenierías,475
2009,"Ingeniería, Industria y Construcción",Otras Ingenierías Civiles,893
2009,"Ingeniería, Industria y Construcción",Otros Profesionales de Tecnología,1174
2009,"Ingeniería, Industria y Construcción",Otros Técnicos de Arte y Arquitectura,58
2009,"Ingeniería, Industria y Construcción",Otros Técnicos de Tecnología,397
2009,"Ingeniería, Industria y Construcción",Paisajismo,152
2009,"Ingeniería, Industria y Construcción",Postítulo en Arte y Arquitectura,35
2009,"Ingeniería, Industria y Construcción",Postítulo en Tecnología,388
2009,"Ingeniería, Industria y Construcción",Química Industrial,330
2009,"Ingeniería, Industria y Construcción",Técnico en Agroindustria,183
2009,"Ingeniería, Industria y Construcción",Técnico en Alimentos,880
2009,"Ingeniería, Industria y Construcción",Técnico en Biotecnología Industrial,230
2009,"Ingeniería, Industria y Construcción",Técnico en Construcción y Obras Civiles,7520
2009,"Ingeniería, Industria y Construcción",Técnico en Dibujo Arquitectónico,1435
2009,"Ingeniería, Industria y Construcción",Técnico en Dibujo Técnico,474
2009,"Ingeniería, Industria y Construcción",Técnico en Diseño de Áreas Verdes y Paisajismo,153
2009,"Ingeniería, Industria y Construcción",Técnico en Diseño Industrial,5
2009,"Ingeniería, Industria y Construcción",Técnico en Electricidad y Electricidad Industrial,3935
2009,"Ingeniería, Industria y Construcción",Técnico en Electromecánica,431
2009,"Ingeniería, Industria y Construcción",Técnico en Electrónica y Electrónica Industrial,1763
2009,"Ingeniería, Industria y Construcción",Técnico en Energía,30
2009,"Ingeniería, Industria y Construcción",Técnico en Industria Forestal o de la Madera,175
2009,"Ingeniería, Industria y Construcción","Técnico en Instrumentación, Automatización y Control Industrial",2278
2009,"Ingeniería, Industria y Construcción",Técnico en Mantenimiento Industrial,2090
2009,"Ingeniería, Industria y Construcción",Técnico en Matriceria,97
2009,"Ingeniería, Industria y Construcción",Técnico en Mecánica Automotriz,7897
2009,"Ingeniería, Industria y Construcción",Técnico en Mecánica Industrial,1498
2009,"Ingeniería, Industria y Construcción",Técnico en Mecatrónica,9
2009,"Ingeniería, Industria y Construcción",Técnico en Medio Ambiente (Control y Gestión),90
2009,"Ingeniería, Industria y Construcción",Técnico en Metalurgia,181
2009,"Ingeniería, Industria y Construcción",Técnico en Minería,467
2009,"Ingeniería, Industria y Construcción",Técnico en Procesos Industriales,531
2009,"Ingeniería, Industria y Construcción",Técnico en Proyecto y Diseño Mecánico,89
2009,"Ingeniería, Industria y Construcción",Técnico en Proyectos de Ingeniería,149
2009,"Ingeniería, Industria y Construcción",Técnico en Refrigeración y Climatización,432
2009,"Ingeniería, Industria y Construcción",Técnico en Telecomunicaciones,1444
2009,"Ingeniería, Industria y Construcción",Técnico en Topografía,980
2009,"Ingeniería, Industria y Construcción",Técnico en Vitivinicultura y/o Enología,70
2009,Salud y Bienestar,Bachillerato y/o Licenciatura en Salud,62
2009,Salud y Bienestar,Doctorado en Salud,258
2009,Salud y Bienestar,Enfermería,23295
2009,Salud y Bienestar,Fonoaudiología,6473
2009,Salud y Bienestar,Kinesiología,20890
2009,Salud y Bienestar,Magister en Ciencias Sociales,148
2009,Salud y Bienestar,Magister en Salud,1607
2009,Salud y Bienestar,Medicina,11630
2009,Salud y Bienestar,Naturopatía,230
2009,Salud y Bienestar,Nutrición y Dietética,8501
2009,Salud y Bienestar,Obstetricia y Puericultura,2630
2009,Salud y Bienestar,Odontología,10336
2009,Salud y Bienestar,Orientación Familiar y Relaciones Humanas,760
2009,Salud y Bienestar,Otros Profesionales de Ciencias Sociales,44
2009,Salud y Bienestar,Otros Profesionales de Salud,128
2009,Salud y Bienestar,Otros Técnicos de Ciencias Sociales,738
2009,Salud y Bienestar,Otros Técnicos de Salud,471
2009,Salud y Bienestar,Postítulo en Ciencias Sociales,444
2009,Salud y Bienestar,Postítulo en Salud,3516
2009,Salud y Bienestar,Química y Farmacia,4265
2009,Salud y Bienestar,Técnico Dental y Asistente de Odontología,2760
2009,Salud y Bienestar,Técnico en Arsenaleria Quirúrgica,623
2009,Salud y Bienestar,Técnico en Enfermería,32656
2009,Salud y Bienestar,Técnico en Farmacia,115
2009,Salud y Bienestar,Técnico en Ginecología y Obstetricia,252
2009,Salud y Bienestar,Técnico en Laboratorio Clínico,1405
2009,Salud y Bienestar,Técnico en Masoterapia,362
2009,Salud y Bienestar,Técnico en Nutrición y Dietética,108
2009,Salud y Bienestar,Técnico en Óptica,102
2009,Salud y Bienestar,Técnico en Podología,651
2009,Salud y Bienestar,Técnico en Prevención y Rehabilitación,215
2009,Salud y Bienestar,Técnico en Radiología y Radioterapia,644
2009,Salud y Bienestar,Técnico en Servicio Social,2434
2009,Salud y Bienestar,Técnico en Terapias Naturales y Naturopatía,364
2009,Salud y Bienestar,Técnico Laboratorista Dental,2019
2009,Salud y Bienestar,Tecnología Médica,6316
2009,Salud y Bienestar,Terapia Ocupacional,2585
2009,Salud y Bienestar,Trabajo Social,18023
2009,Servicios,Administración Gastronómica,3367
2009,Servicios,Administración Turística y Hotelera,4430
2009,Servicios,Ingeniería en Prevención de Riesgos,14728
2009,Servicios,Ingeniería en Seguridad Privada,14
2009,Servicios,Ingeniería en Transporte y Tránsito,291
2009,Servicios,Ingeniería Marina y Marítimo Portuaria,449
2009,Servicios,Magister en Educación,222
2009,Servicios,Magister en Tecnología,8
2009,Servicios,Otras Ingenierías,199
2009,Servicios,Otros Profesionales de Educación,679
2009,Servicios,Otros Profesionales de Tecnología,88
2009,Servicios,Otros Técnicos de Tecnología,87
2009,Servicios,Postítulo en Administración y Comercio,20
2009,Servicios,Postítulo en Tecnología,116
2009,Servicios,"Técnico en Deporte, Recreación y Preparación Física",6614
2009,Servicios,Técnico en Gastronomía y Cocina,9522
2009,Servicios,Técnico en Peluquería y Estética,424
2009,Servicios,Técnico en Prevención de Riesgos,11601
2009,Servicios,Técnico en Seguridad Privada,35
2009,Servicios,Técnico en Transporte Marítimo y Puertos,272
2009,Servicios,Técnico en Turismo y Hotelería,5252
2009,Tecnología de la Información y la Comunicación (TIC),Bachillerato y/o Licenciatura en Tecnología,1
2009,Tecnología de la Información y la Comunicación (TIC),Doctorado en Tecnología,47
2009,Tecnología de la Información y la Comunicación (TIC),Ingeniería Civil en Computación e Informática,6872
2009,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Computación e Informática,18693
2009,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Conectividad y Redes,1461
2009,Tecnología de la Información y la Comunicación (TIC),Magister en Tecnología,520
2009,Tecnología de la Información y la Comunicación (TIC),Otras Ingenierías,218
2009,Tecnología de la Información y la Comunicación (TIC),Otros Profesionales de Tecnología,837
2009,Tecnología de la Información y la Comunicación (TIC),Postítulo en Tecnología,96
2009,Tecnología de la Información y la Comunicación (TIC),Técnico en Administración de Redes y Soporte,4357
2009,Tecnología de la Información y la Comunicación (TIC),Técnico en Análisis de Sistemas,1671
2009,Tecnología de la Información y la Comunicación (TIC),Técnico en Computación e Informática,10174
2009,Tecnología de la Información y la Comunicación (TIC),"Técnico en Producción, Desarrollo y Diseño Web",104
2010,Administración de Empresas y Derecho,Administración de Empresas e Ing. Asociadas,22443
2010,Administración de Empresas y Derecho,Administración Pública,3150
2010,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Administración y Comercio,170
2010,Administración de Empresas y Derecho,Comunicación Empresarial y Organizacional,31
2010,Administración de Empresas y Derecho,Contador Auditor,20882
2010,Administración de Empresas y Derecho,Criminalística,691
2010,Administración de Empresas y Derecho,Derecho,36210
2010,Administración de Empresas y Derecho,Doctorado en Administración y Comercio,111
2010,Administración de Empresas y Derecho,Doctorado en Derecho,109
2010,Administración de Empresas y Derecho,Ingeniería Comercial,31215
2010,Administración de Empresas y Derecho,Ingeniería en Administración Jurídica,47
2010,Administración de Empresas y Derecho,Ingeniería en Comercio Exterior,2058
2010,Administración de Empresas y Derecho,Ingeniería en Control de Gestión,1932
2010,Administración de Empresas y Derecho,Ingeniería en Finanzas,573
2010,Administración de Empresas y Derecho,Ingeniería en Gestión Pública,787
2010,Administración de Empresas y Derecho,Ingeniería en Gestión y Control de Calidad,20
2010,Administración de Empresas y Derecho,Ingeniería en Logística,464
2010,Administración de Empresas y Derecho,Ingeniería en Marketing,780
2010,Administración de Empresas y Derecho,Ingeniería en Recursos Humanos,1707
2010,Administración de Empresas y Derecho,Magister en Administración y Comercio,7675
2010,Administración de Empresas y Derecho,Magister en Ciencias Sociales,399
2010,Administración de Empresas y Derecho,Magister en Derecho,1572
2010,Administración de Empresas y Derecho,Otros Profesionales de Administración y Comercio,71
2010,Administración de Empresas y Derecho,Otros Profesionales de Ciencias Sociales,324
2010,Administración de Empresas y Derecho,Otros Técnicos de Administración y Comercio,180
2010,Administración de Empresas y Derecho,Otros Técnicos de Ciencias Sociales,69
2010,Administración de Empresas y Derecho,Postítulo en Administración y Comercio,2355
2010,Administración de Empresas y Derecho,Postítulo en Ciencias Sociales,39
2010,Administración de Empresas y Derecho,Postítulo en Derecho,460
2010,Administración de Empresas y Derecho,Publicidad,6225
2010,Administración de Empresas y Derecho,Relaciones Públicas,3000
2010,Administración de Empresas y Derecho,Secretariado Bilingüe,2551
2010,Administración de Empresas y Derecho,Secretariado Computacional,1039
2010,Administración de Empresas y Derecho,Secretariado Ejecutivo,939
2010,Administración de Empresas y Derecho,Técnico Agente o Visitador Médico,540
2010,Administración de Empresas y Derecho,Técnico en Administración de Empresas,21491
2010,Administración de Empresas y Derecho,Técnico en Administración de Recursos Humanos y Personal,1595
2010,Administración de Empresas y Derecho,Técnico en Administración de Ventas,638
2010,Administración de Empresas y Derecho,Técnico en Administración en Marketing,50
2010,Administración de Empresas y Derecho,Técnico en Administración Financiera y Finanzas,3278
2010,Administración de Empresas y Derecho,Técnico en Administración Pública o Municipal,783
2010,Administración de Empresas y Derecho,Técnico en Comercio Exterior,3089
2010,Administración de Empresas y Derecho,Técnico en Contabilidad Computacional,284
2010,Administración de Empresas y Derecho,Técnico en Contabilidad General,6158
2010,Administración de Empresas y Derecho,Técnico en Contabilidad Tributaria,99
2010,Administración de Empresas y Derecho,Técnico en Gestión Previsional,42
2010,Administración de Empresas y Derecho,Técnico en Gestión y Control de Calidad,315
2010,Administración de Empresas y Derecho,Técnico en Logística,1607
2010,Administración de Empresas y Derecho,Técnico en Producción de Eventos,670
2010,Administración de Empresas y Derecho,Técnico en Publicidad,148
2010,Administración de Empresas y Derecho,Técnico en Relaciones Públicas,1058
2010,Administración de Empresas y Derecho,Técnico Jurídico,7875
2010,Administración de Empresas y Derecho,"Técnico Perito Judicial, Forense o en Criminalística",14
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Agronomía,8147
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Bachillerato y/o Licenciatura en Agropecuaria,148
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Doctorado en Agropecuaria,297
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Agrícola,2026
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería de Ejecución Forestal,77
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Acuicultura y Pesca,1367
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Vitivinicultura,68
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Forestal,1085
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Administración y Comercio,20
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Magister en Agropecuaria,630
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Medicina Veterinaria,9298
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Otros Técnicos de Administración y Comercio,3
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Postítulo en Agropecuaria,59
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Agropecuario,3336
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Acuicultura y Pesca,487
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico en Vitivinicultura y/o Enología,378
2010,"Agricultura, Silvicultura, Pesca y Veterinaria",Técnico Veterinario,1039
2010,Artes y Humanidades,Actuación y Teatro,2640
2010,Artes y Humanidades,Animación Digital,450
2010,Artes y Humanidades,Arqueología,145
2010,Artes y Humanidades,Artes y Licenciatura en Artes,3636
2010,Artes y Humanidades,Bachillerato y/o Licenciatura en Humanidades,976
2010,Artes y Humanidades,Comunicación Audiovisual y/o Multimedia,3330
2010,Artes y Humanidades,Diseño,5022
2010,Artes y Humanidades,Diseño de Ambientes e Interiores,1098
2010,Artes y Humanidades,Diseño de Vestuario,1771
2010,Artes y Humanidades,Diseño Gráfico,9881
2010,Artes y Humanidades,Diseño Teatral,50
2010,Artes y Humanidades,Doctorado en Ciencias Sociales,87
2010,Artes y Humanidades,Doctorado en Humanidades,487
2010,Artes y Humanidades,Filosofía,556
2010,Artes y Humanidades,Fotografía,794
2010,Artes y Humanidades,Historia,2417
2010,Artes y Humanidades,Licenciatura en Letras y Literatura,1761
2010,Artes y Humanidades,Magister en Arte y Arquitectura,303
2010,Artes y Humanidades,Magister en Ciencias Sociales,384
2010,Artes y Humanidades,Magister en Humanidades,1059
2010,Artes y Humanidades,"Música, Canto o Danza",2829
2010,Artes y Humanidades,Otros Profesionales de Arte y Arquitectura,115
2010,Artes y Humanidades,Otros Profesionales de Humanidades,137
2010,Artes y Humanidades,Otros Técnicos de Arte y Arquitectura,730
2010,Artes y Humanidades,Otros Técnicos de Humanidades,1
2010,Artes y Humanidades,Postítulo en Arte y Arquitectura,167
2010,Artes y Humanidades,Postítulo en Ciencias Sociales,13
2010,Artes y Humanidades,Postítulo en Humanidades,352
2010,Artes y Humanidades,Realizador de Cine y Televisión,888
2010,Artes y Humanidades,Técnico en Ambientes e Interiores,146
2010,Artes y Humanidades,Técnico en Comunicación Audiovisual,1059
2010,Artes y Humanidades,Técnico en Diseño de Vestuario,335
2010,Artes y Humanidades,Técnico en Diseño Gráfico,2423
2010,Artes y Humanidades,Técnico en Fotografía,631
2010,Artes y Humanidades,Técnico en Producción Gráfica y Multimedia,629
2010,Artes y Humanidades,Técnico en Sonido,1850
2010,Artes y Humanidades,Técnico en Teatro,42
2010,Artes y Humanidades,Técnico en Traducción e Interpretariado,1602
2010,Artes y Humanidades,Traducción e Interpretación,4236
2010,"Ciencias naturales, matemáticas y estadística",Analista Químico,470
2010,"Ciencias naturales, matemáticas y estadística",Bachillerato y/o Licenciatura en Ciencias Básicas,3437
2010,"Ciencias naturales, matemáticas y estadística",Biología,1544
2010,"Ciencias naturales, matemáticas y estadística",Biología Marina y Ecología Marina,1429
2010,"Ciencias naturales, matemáticas y estadística",Bioquímica,1962
2010,"Ciencias naturales, matemáticas y estadística",Biotecnología,478
2010,"Ciencias naturales, matemáticas y estadística",Doctorado en Ciencias Básicas,1471
2010,"Ciencias naturales, matemáticas y estadística",Doctorado en Tecnología,144
2010,"Ciencias naturales, matemáticas y estadística",Física y Astronomía,1124
2010,"Ciencias naturales, matemáticas y estadística",Geología,1102
2010,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil en Geomática y Geomensura,6
2010,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil Matemática y Estadística,346
2010,"Ciencias naturales, matemáticas y estadística",Ingeniería en Geomensura y Cartografía,735
2010,"Ciencias naturales, matemáticas y estadística",Ingeniería en Matemática y Estadística,835
2010,"Ciencias naturales, matemáticas y estadística",Ingeniería en Recursos Renovables,633
2010,"Ciencias naturales, matemáticas y estadística",Magister en Ciencias Básicas,957
2010,"Ciencias naturales, matemáticas y estadística",Magister en Tecnología,254
2010,"Ciencias naturales, matemáticas y estadística",Matemática y/o Estadística,753
2010,"Ciencias naturales, matemáticas y estadística",Otras Ingenierías,266
2010,"Ciencias naturales, matemáticas y estadística",Otros Profesionales de Ciencias Básicas,196
2010,"Ciencias naturales, matemáticas y estadística",Postítulo en Ciencias Básicas,16
2010,"Ciencias naturales, matemáticas y estadística",Química Ambiental,355
2010,"Ciencias naturales, matemáticas y estadística","Química, Licenciado en Química",1135
2010,"Ciencias naturales, matemáticas y estadística",Técnico en Geología,168
2010,"Ciencias naturales, matemáticas y estadística",Técnico en Geominería,310
2010,"Ciencias naturales, matemáticas y estadística",Técnico en Medio Ambiente (Control y Gestión),105
2010,"Ciencias naturales, matemáticas y estadística",Técnico en Química (Análisis e Industrial),1467
2010,"Ciencias Sociales, Periodismo e Información",Antropología,1449
2010,"Ciencias Sociales, Periodismo e Información",Bachillerato y/o Licenciatura en Ciencias Sociales,1149
2010,"Ciencias Sociales, Periodismo e Información",Bibliotecología,346
2010,"Ciencias Sociales, Periodismo e Información",Ciencias Políticas,2092
2010,"Ciencias Sociales, Periodismo e Información",Comunicación Social,206
2010,"Ciencias Sociales, Periodismo e Información",Doctorado en Ciencias Sociales,354
2010,"Ciencias Sociales, Periodismo e Información",Geografía,1320
2010,"Ciencias Sociales, Periodismo e Información",Magister en Ciencias Sociales,4810
2010,"Ciencias Sociales, Periodismo e Información",Magister en Humanidades,12
2010,"Ciencias Sociales, Periodismo e Información",Otros Profesionales de Ciencias Sociales,744
2010,"Ciencias Sociales, Periodismo e Información",Otros Técnicos de Ciencias Sociales,5
2010,"Ciencias Sociales, Periodismo e Información",Periodismo,6366
2010,"Ciencias Sociales, Periodismo e Información",Postítulo en Ciencias Sociales,729
2010,"Ciencias Sociales, Periodismo e Información",Postítulo en Humanidades,25
2010,"Ciencias Sociales, Periodismo e Información",Psicología,24481
2010,"Ciencias Sociales, Periodismo e Información",Sociología,3574
2010,"Ciencias Sociales, Periodismo e Información",Técnico en Bibliotecas y Centros de Documentación,300
2010,"Ciencias Sociales, Periodismo e Información",Técnico en Comunicación Social,14
2010,Educación,Bachillerato y/o Licenciatura en Educación,169
2010,Educación,Doctorado en Educación,137
2010,Educación,Magister en Educación,5489
2010,Educación,Otros Técnicos de Educación,150
2010,Educación,Pedagogía en Artes y Música,3381
2010,Educación,Pedagogía en Ciencias,4827
2010,Educación,Pedagogía en Educación Básica,21564
2010,Educación,Pedagogía en Educación de Párvulos,15356
2010,Educación,Pedagogía en Educación Diferencial,8938
2010,Educación,Pedagogía en Educación Física,19533
2010,Educación,Pedagogía en Educación Media,230
2010,Educación,Pedagogía en Educación Técnico Profesional,515
2010,Educación,Pedagogía en Educación Tecnológica,136
2010,Educación,Pedagogía en Filosofía y Religión,1601
2010,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",7045
2010,Educación,Pedagogía en Idiomas,12356
2010,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",4552
2010,Educación,Pedagogía en Matemáticas y Computación,4294
2010,Educación,Postítulo en Educación,4832
2010,Educación,Programas de Formación Pedagógica,810
2010,Educación,Psicopedagogía,9650
2010,Educación,Técnico Asistente del Educador de Párvulos,8647
2010,Educación,Técnico Asistente del Educador Diferencial,3623
2010,"Ingeniería, Industria y Construcción",Arquitectura,12395
2010,"Ingeniería, Industria y Construcción",Bachillerato y/o Licenciatura en Tecnología,1177
2010,"Ingeniería, Industria y Construcción",Construcción Civil,6433
2010,"Ingeniería, Industria y Construcción",Diseño Industrial,2047
2010,"Ingeniería, Industria y Construcción",Doctorado en Arte y Arquitectura,54
2010,"Ingeniería, Industria y Construcción",Doctorado en Tecnología,459
2010,"Ingeniería, Industria y Construcción",Ingeniería Agroindustrial,467
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Agrícola,148
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Ambiental,1044
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Bioquímica,269
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Eléctrica,2120
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Electrónica,1833
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Agroindustrias,34
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biomédica,557
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biotecnología y/o Bioingeniería,391
