cat_periodo,sector_macro,familia_carrera,total_alumnos
2016,"Ingeniería, Industria y Construcción",Ingeniería en Electricidad,6527
2016,"Ingeniería, Industria y Construcción",Ingeniería en Electrónica,1333
2016,"Ingeniería, Industria y Construcción",Ingeniería en Energía,54
2016,"Ingeniería, Industria y Construcción",Ingeniería en Geomensura y Cartografía,91
2016,"Ingeniería, Industria y Construcción",Ingeniería en Industria de la Madera,6
2016,"Ingeniería, Industria y Construcción",Ingeniería en Mecánica Automotriz,11924
2016,"Ingeniería, Industria y Construcción",Ingeniería en Mecatrónica,204
2016,"Ingeniería, Industria y Construcción",Ingeniería en Medio Ambiente,2137
2016,"Ingeniería, Industria y Construcción",Ingeniería en Metalurgia,1018
2016,"Ingeniería, Industria y Construcción",Ingeniería en Minas,5955
2016,"Ingeniería, Industria y Construcción",Ingeniería en Proyectos Estructurales,72
2016,"Ingeniería, Industria y Construcción",Ingeniería en Química,1268
2016,"Ingeniería, Industria y Construcción",Ingeniería en Refrigeración y Climatización,431
2016,"Ingeniería, Industria y Construcción",Ingeniería en Sonido,1023
2016,"Ingeniería, Industria y Construcción",Ingeniería en Telecomunicaciones,1512
2016,"Ingeniería, Industria y Construcción",Ingeniería Industrial,8126
2016,"Ingeniería, Industria y Construcción",Ingeniería Mecánica,6721
2016,"Ingeniería, Industria y Construcción",Ingeniería Naval,244
2016,"Ingeniería, Industria y Construcción",Magister en Arte y Arquitectura,389
2016,"Ingeniería, Industria y Construcción",Magister en Tecnología,3081
2016,"Ingeniería, Industria y Construcción",Otras Ingenierías,300
2016,"Ingeniería, Industria y Construcción",Otras Ingenierías Civiles,1334
2016,"Ingeniería, Industria y Construcción",Otros Profesionales de Arte y Arquitectura,3
2016,"Ingeniería, Industria y Construcción",Otros Profesionales de Tecnología,1055
2016,"Ingeniería, Industria y Construcción",Otros Técnicos de Arte y Arquitectura,2
2016,"Ingeniería, Industria y Construcción",Otros Técnicos de Tecnología,94
2016,"Ingeniería, Industria y Construcción",Paisajismo,85
2016,"Ingeniería, Industria y Construcción",Postítulo en Arte y Arquitectura,10
2016,"Ingeniería, Industria y Construcción",Postítulo en Tecnología,554
2016,"Ingeniería, Industria y Construcción",Química Industrial,265
2016,"Ingeniería, Industria y Construcción",Técnico en Agroindustria,103
2016,"Ingeniería, Industria y Construcción",Técnico en Alimentos,935
2016,"Ingeniería, Industria y Construcción",Técnico en Biotecnología Industrial,35
2016,"Ingeniería, Industria y Construcción",Técnico en Construcción y Obras Civiles,16681
2016,"Ingeniería, Industria y Construcción",Técnico en Dibujo Arquitectónico,1764
2016,"Ingeniería, Industria y Construcción",Técnico en Dibujo Técnico,215
2016,"Ingeniería, Industria y Construcción",Técnico en Diseño de Áreas Verdes y Paisajismo,182
2016,"Ingeniería, Industria y Construcción",Técnico en Diseño Industrial,62
2016,"Ingeniería, Industria y Construcción",Técnico en Electricidad y Electricidad Industrial,11111
2016,"Ingeniería, Industria y Construcción",Técnico en Electromecánica,1738
2016,"Ingeniería, Industria y Construcción",Técnico en Electrónica y Electrónica Industrial,1008
2016,"Ingeniería, Industria y Construcción",Técnico en Energía,462
2016,"Ingeniería, Industria y Construcción",Técnico en Industria Forestal o de la Madera,16
2016,"Ingeniería, Industria y Construcción","Técnico en Instrumentación, Automatización y Control Industrial",4930
2016,"Ingeniería, Industria y Construcción",Técnico en Mantenimiento Industrial,6826
2016,"Ingeniería, Industria y Construcción",Técnico en Matriceria,12
2016,"Ingeniería, Industria y Construcción",Técnico en Mecánica Automotriz,14109
2016,"Ingeniería, Industria y Construcción",Técnico en Mecánica Industrial,2047
2016,"Ingeniería, Industria y Construcción",Técnico en Mecatrónica,62
2016,"Ingeniería, Industria y Construcción",Técnico en Medio Ambiente (Control y Gestión),161
2016,"Ingeniería, Industria y Construcción",Técnico en Metalurgia,545
2016,"Ingeniería, Industria y Construcción",Técnico en Minería,7968
2016,"Ingeniería, Industria y Construcción",Técnico en Procesos Industriales,513
2016,"Ingeniería, Industria y Construcción",Técnico en Proyecto y Diseño Mecánico,86
2016,"Ingeniería, Industria y Construcción",Técnico en Proyectos de Ingeniería,80
2016,"Ingeniería, Industria y Construcción",Técnico en Refrigeración y Climatización,440
2016,"Ingeniería, Industria y Construcción",Técnico en Telecomunicaciones,2340
2016,"Ingeniería, Industria y Construcción",Técnico en Topografía,3763
2016,"Ingeniería, Industria y Construcción",Técnico en Vitivinicultura y/o Enología,102
2016,Salud y Bienestar,Bachillerato y/o Licenciatura en Salud,779
2016,Salud y Bienestar,Doctorado en Ciencias Sociales,1
2016,Salud y Bienestar,Doctorado en Salud,431
2016,Salud y Bienestar,Enfermería,41099
2016,Salud y Bienestar,Fonoaudiología,12812
2016,Salud y Bienestar,Kinesiología,22436
2016,Salud y Bienestar,Magister en Ciencias Sociales,280
2016,Salud y Bienestar,Magister en Salud,2799
2016,Salud y Bienestar,Medicina,14498
2016,Salud y Bienestar,Naturopatía,255
2016,Salud y Bienestar,Nutrición y Dietética,15960
2016,Salud y Bienestar,Obstetricia y Puericultura,7090
2016,Salud y Bienestar,Odontología,14688
2016,Salud y Bienestar,Orientación Familiar y Relaciones Humanas,204
2016,Salud y Bienestar,Otros Profesionales de Salud,94
2016,Salud y Bienestar,Otros Técnicos de Ciencias Sociales,849
2016,Salud y Bienestar,Otros Técnicos de Salud,489
2016,Salud y Bienestar,Postítulo en Ciencias Sociales,464
2016,Salud y Bienestar,Postítulo en Salud,7487
2016,Salud y Bienestar,Química y Farmacia,4516
2016,Salud y Bienestar,Técnico Dental y Asistente de Odontología,6782
2016,Salud y Bienestar,Técnico en Arsenaleria Quirúrgica,20
2016,Salud y Bienestar,Técnico en Enfermería,50736
2016,Salud y Bienestar,Técnico en Farmacia,564
2016,Salud y Bienestar,Técnico en Laboratorio Clínico,2657
2016,Salud y Bienestar,Técnico en Masoterapia,2273
2016,Salud y Bienestar,Técnico en Nutrición y Dietética,855
2016,Salud y Bienestar,Técnico en Óptica,54
2016,Salud y Bienestar,Técnico en Podología,1498
2016,Salud y Bienestar,Técnico en Prevención y Rehabilitación,400
2016,Salud y Bienestar,Técnico en Radiología y Radioterapia,690
2016,Salud y Bienestar,Técnico en Servicio Social,10150
2016,Salud y Bienestar,Técnico en Terapias Naturales y Naturopatía,912
2016,Salud y Bienestar,Técnico Laboratorista Dental,1091
2016,Salud y Bienestar,Tecnología Médica,11278
2016,Salud y Bienestar,Terapia Ocupacional,10139
2016,Salud y Bienestar,Trabajo Social,25507
2016,Servicios,Administración Gastronómica,4543
2016,Servicios,Administración Turística y Hotelera,5377
2016,Servicios,Ingeniería en Prevención de Riesgos,32118
2016,Servicios,Ingeniería en Seguridad Privada,1403
2016,Servicios,Ingeniería en Transporte y Tránsito,266
2016,Servicios,Ingeniería Marina y Marítimo Portuaria,432
2016,Servicios,Magister en Administración y Comercio,21
2016,Servicios,Magister en Educación,469
2016,Servicios,Magister en Tecnología,95
2016,Servicios,Otras Ingenierías,144
2016,Servicios,Otras Ingenierías Civiles,217
2016,Servicios,Otros Profesionales de Arte y Arquitectura,516
2016,Servicios,Otros Profesionales de Educación,1156
2016,Servicios,Otros Profesionales de Tecnología,113
2016,Servicios,Otros Técnicos de Tecnología,32
2016,Servicios,Postítulo en Administración y Comercio,125
2016,Servicios,Postítulo en Educación,67
2016,Servicios,Postítulo en Tecnología,283
2016,Servicios,"Técnico en Deporte, Recreación y Preparación Física",10780
2016,Servicios,Técnico en Gastronomía y Cocina,11587
2016,Servicios,Técnico en Peluquería y Estética,2883
2016,Servicios,Técnico en Prevención de Riesgos,27991
2016,Servicios,Técnico en Seguridad Privada,205
2016,Servicios,Técnico en Transporte Marítimo y Puertos,216
2016,Servicios,Técnico en Turismo y Hotelería,6033
2016,Tecnología de la Información y la Comunicación (TIC),Doctorado en Tecnología,79
2016,Tecnología de la Información y la Comunicación (TIC),Ingeniería Civil en Computación e Informática,7830
2016,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Computación e Informática,18179
2016,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Conectividad y Redes,2342
2016,Tecnología de la Información y la Comunicación (TIC),Magister en Tecnología,590
2016,Tecnología de la Información y la Comunicación (TIC),Otras Ingenierías,89
2016,Tecnología de la Información y la Comunicación (TIC),Otras Ingenierías Civiles,52
2016,Tecnología de la Información y la Comunicación (TIC),Otros Profesionales de Tecnología,663
2016,Tecnología de la Información y la Comunicación (TIC),Postítulo en Tecnología,215
2016,Tecnología de la Información y la Comunicación (TIC),Técnico en Administración de Redes y Soporte,3506
2016,Tecnología de la Información y la Comunicación (TIC),Técnico en Análisis de Sistemas,301
2016,Tecnología de la Información y la Comunicación (TIC),Técnico en Computación e Informática,11984
2016,Tecnología de la Información y la Comunicación (TIC),"Técnico en Producción, Desarrollo y Diseño Web",183
2017,Administración de Empresas y Derecho,Administración de Empresas e Ing. Asociadas,36603
2017,Administración de Empresas y Derecho,Administración Pública,5418
2017,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Administración y Comercio,16
2017,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Derecho,59
2017,Administración de Empresas y Derecho,Contador Auditor,23946
2017,Administración de Empresas y Derecho,Derecho,39424
2017,Administración de Empresas y Derecho,Doctorado en Administración y Comercio,81
2017,Administración de Empresas y Derecho,Doctorado en Derecho,168
2017,Administración de Empresas y Derecho,Ingeniería Comercial,44662
2017,Administración de Empresas y Derecho,Ingeniería en Administración Jurídica,1
2017,Administración de Empresas y Derecho,Ingeniería en Comercio Exterior,2611
2017,Administración de Empresas y Derecho,Ingeniería en Control de Gestión,3253
2017,Administración de Empresas y Derecho,Ingeniería en Finanzas,1497
2017,Administración de Empresas y Derecho,Ingeniería en Gestión Pública,1481
2017,Administración de Empresas y Derecho,Ingeniería en Gestión y Control de Calidad,100
2017,Administración de Empresas y Derecho,Ingeniería en Logística,1425
2017,Administración de Empresas y Derecho,Ingeniería en Marketing,2326
2017,Administración de Empresas y Derecho,Ingeniería en Recursos Humanos,6475
2017,Administración de Empresas y Derecho,Magister en Administración y Comercio,12559
2017,Administración de Empresas y Derecho,Magister en Ciencias Sociales,355
2017,Administración de Empresas y Derecho,Magister en Derecho,2714
2017,Administración de Empresas y Derecho,Otros Profesionales de Administración y Comercio,69
2017,Administración de Empresas y Derecho,Otros Profesionales de Ciencias Sociales,5
2017,Administración de Empresas y Derecho,Otros Técnicos de Administración y Comercio,379
2017,Administración de Empresas y Derecho,Otros Técnicos de Ciencias Sociales,3
2017,Administración de Empresas y Derecho,Postítulo en Administración y Comercio,3577
2017,Administración de Empresas y Derecho,Postítulo en Ciencias Sociales,115
2017,Administración de Empresas y Derecho,Postítulo en Derecho,730
2017,Administración de Empresas y Derecho,Publicidad,3872
2017,Administración de Empresas y Derecho,Relaciones Públicas,1721
2017,Administración de Empresas y Derecho,Secretariado Bilingüe,1006
2017,Administración de Empresas y Derecho,Secretariado Computacional,35
2017,Administración de Empresas y Derecho,Secretariado Ejecutivo,279
2017,Administración de Empresas y Derecho,Técnico Agente o Visitador Médico,276
2017,Administración de Empresas y Derecho,Técnico en Administración de Empresas,40230
2017,Administración de Empresas y Derecho,Técnico en Administración de Recursos Humanos y Personal,8072
2017,Administración de Empresas y Derecho,Técnico en Administración de Ventas,726
2017,Administración de Empresas y Derecho,Técnico en Administración en Marketing,196
2017,Administración de Empresas y Derecho,Técnico en Administración Financiera y Finanzas,4458
2017,Administración de Empresas y Derecho,Técnico en Administración Pública o Municipal,1526
2017,Administración de Empresas y Derecho,Técnico en Comercio Exterior,2899
2017,Administración de Empresas y Derecho,Técnico en Contabilidad Computacional,3
2017,Administración de Empresas y Derecho,Técnico en Contabilidad General,9972
2017,Administración de Empresas y Derecho,Técnico en Contabilidad Tributaria,30
2017,Administración de Empresas y Derecho,Técnico en Gestión y Control de Calidad,174
2017,Administración de Empresas y Derecho,Técnico en Logística,5442
2017,Administración de Empresas y Derecho,Técnico en Producción de Eventos,711
2017,Administración de Empresas y Derecho,Técnico en Publicidad,146
2017,Administración de Empresas y Derecho,Técnico en Relaciones Públicas,1039
2017,Administración de Empresas y Derecho,Técnico Jurídico,2762
2017,"Agricultura, Silvicultura, Pesca y Veterinaria",Agronomía,6827
2017,"Agricultura, Silvicultura, Pesca y Veterinaria",Doctorado en Agropecuaria,359
2017,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería Agrícola,2750
2017,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería de Ejecución Forestal,1
2017,"Agricultura, Silvicultura, Pesca y Veterinaria",Ingeniería en Acuicultura y Pesca,179
